"Kód okresu";"Názov okresu";"Pohlavie";"Ekonomické vekové skupiny";"Vzdelanie";"abs."
SK0228;Okres Púchov;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;1044
SK0228;Okres Púchov;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;111
SK0228;Okres Púchov;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);3
SK0228;Okres Púchov;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;185
SK0228;Okres Púchov;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné;723
SK0228;Okres Púchov;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou všeobecné;234
SK0228;Okres Púchov;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);162
SK0228;Okres Púchov;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);53
SK0228;Okres Púchov;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);28
SK0228;Okres Púchov;žena;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie (bližšie neuvedené);1
SK0228;Okres Púchov;žena;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);18
SK0228;Okres Púchov;žena;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";286
SK0228;Okres Púchov;žena;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";7
SK0228;Okres Púchov;žena;poproduktívny vek (65 a viac rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;4
SK0229;Okres Trenčín;muž;predproduktívny vek (0-14 rokov);nezistené;84
SK0229;Okres Trenčín;muž;predproduktívny vek (0-14 rokov);základné vzdelanie - 1. stupeň základnej školy;2373
SK0229;Okres Trenčín;muž;predproduktívny vek (0-14 rokov);základné vzdelanie - 2. stupeň základnej školy;2
SK0229;Okres Trenčín;muž;predproduktívny vek (0-14 rokov);bez ukončeného vzdelania – osoby vo veku 0-14 rokov;6126
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);dôverné;82
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);nezistené;1751
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);základné vzdelanie (bližšie neuvedené);15
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);základné vzdelanie - 1. stupeň základnej školy;412
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);základné vzdelanie - 2. stupeň základnej školy;2609
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);75
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);522
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;7985
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;947
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);14
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;3717
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné;6499
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou všeobecné;1731
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie (bližšie neuvedené);1
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);2005
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);203
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);200
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);vysokoškolské vzdelanie (bližšie neuvedené);4
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);1416
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";7103
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";372
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;109
SK0229;Okres Trenčín;muž;poproduktívny vek (65 a viac rokov);dôverné;16
SK0229;Okres Trenčín;muž;poproduktívny vek (65 a viac rokov);nezistené;301
SK0229;Okres Trenčín;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie (bližšie neuvedené);16
SK0229;Okres Trenčín;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie - 1. stupeň základnej školy;55
SK0229;Okres Trenčín;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie - 2. stupeň základnej školy;504
SK0229;Okres Trenčín;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);177
SK0229;Okres Trenčín;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;3217
SK0229;Okres Trenčín;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;234
SK0229;Okres Trenčín;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);13
SK0229;Okres Trenčín;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;545
SK0229;Okres Trenčín;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné;1394
SK0229;Okres Trenčín;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou všeobecné;215
SK0229;Okres Trenčín;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);317
SK0229;Okres Trenčín;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);77
SK0229;Okres Trenčín;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);107
SK0229;Okres Trenčín;muž;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);61
SK0229;Okres Trenčín;muž;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";1822
SK0229;Okres Trenčín;muž;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";118
SK0229;Okres Trenčín;muž;poproduktívny vek (65 a viac rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;4
SK0229;Okres Trenčín;žena;predproduktívny vek (0-14 rokov);dôverné;2
SK0229;Okres Trenčín;žena;predproduktívny vek (0-14 rokov);nezistené;82
SK0229;Okres Trenčín;žena;predproduktívny vek (0-14 rokov);základné vzdelanie - 1. stupeň základnej školy;2300
SK0229;Okres Trenčín;žena;predproduktívny vek (0-14 rokov);základné vzdelanie - 2. stupeň základnej školy;1
SK0229;Okres Trenčín;žena;predproduktívny vek (0-14 rokov);bez ukončeného vzdelania – osoby vo veku 0-14 rokov;5825
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);dôverné;53
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);nezistené;1094
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);základné vzdelanie (bližšie neuvedené);8
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);základné vzdelanie - 1. stupeň základnej školy;329
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);základné vzdelanie - 2. stupeň základnej školy;2697
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);12
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);380
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;5197
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;680
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);10
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;2107
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné;7278
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou všeobecné;2633
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);1789
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);408
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);399
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);vysokoškolské vzdelanie (bližšie neuvedené);5
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);2285
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";9315
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";388
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;83
SK0229;Okres Trenčín;žena;poproduktívny vek (65 a viac rokov);dôverné;6
SK0229;Okres Trenčín;žena;poproduktívny vek (65 a viac rokov);nezistené;383
SK0229;Okres Trenčín;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie (bližšie neuvedené);31
SK0229;Okres Trenčín;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie - 1. stupeň základnej školy;184
SK0229;Okres Trenčín;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie - 2. stupeň základnej školy;2420
SK0229;Okres Trenčín;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);586
SK0229;Okres Trenčín;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;2749
SK0229;Okres Trenčín;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;397
SK0229;Okres Trenčín;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);14
SK0229;Okres Trenčín;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;492
SK0229;Okres Trenčín;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné;2645
SK0229;Okres Trenčín;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou všeobecné;788
SK0229;Okres Trenčín;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);392
SK0229;Okres Trenčín;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);211
SK0229;Okres Trenčín;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);151
SK0229;Okres Trenčín;žena;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie (bližšie neuvedené);3
SK0229;Okres Trenčín;žena;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);91
SK0229;Okres Trenčín;žena;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";1265
SK0229;Okres Trenčín;žena;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";48
SK0229;Okres Trenčín;žena;poproduktívny vek (65 a viac rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;11
SK0231;Okres Komárno;muž;predproduktívny vek (0-14 rokov);nezistené;81
SK0231;Okres Komárno;muž;predproduktívny vek (0-14 rokov);základné vzdelanie - 1. stupeň základnej školy;2051
SK0231;Okres Komárno;muž;predproduktívny vek (0-14 rokov);bez ukončeného vzdelania – osoby vo veku 0-14 rokov;4682
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);dôverné;82
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);nezistené;2816
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);základné vzdelanie (bližšie neuvedené);89
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);základné vzdelanie - 1. stupeň základnej školy;1065
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);základné vzdelanie - 2. stupeň základnej školy;4058
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);125
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);826
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;8504
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;1622
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);16
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;3297
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné;4581
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou všeobecné;1578
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie (bližšie neuvedené);2
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);1386
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);302
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);192
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);848
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";3283
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";206
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;137
SK0231;Okres Komárno;muž;poproduktívny vek (65 a viac rokov);dôverné;20
SK0231;Okres Komárno;muž;poproduktívny vek (65 a viac rokov);nezistené;305
SK0231;Okres Komárno;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie (bližšie neuvedené);20
